Case Number,Address,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
16/00080/HMOADS,Flat 1 92 Botley Road Oxford Oxfordshire OX2 0BW,4,,09/02/2016,08/02/2018
16/04218/HMOLIC,105 Botley Road Oxford Oxfordshire OX2 0HB,5,5,11/10/2016,10/10/2018
16/01032/HMOADL,172 Botley Road Oxford Oxfordshire OX2 0HW,5,,01/05/2016,01/05/2018
16/01651/HMOADL,Faulkner And Son Lamar House 165 - 167 Botley Road Oxford Oxfordshire OX2 0PB,5,,18/05/2016,18/05/2018
16/02120/HMOADL,68 Botley Road Oxford Oxfordshire OX2 0BU,5,5,19/04/2017,18/04/2018
16/02897/HMOADL,5 Botley Road Oxford Oxfordshire OX2 0AA,5,,20/03/2017,19/03/2018
16/02982/HMOLIC,125 Botley Road Oxford Oxfordshire OX2 0HD,8,8,08/07/2016,08/02/2018
16/03264/HMOADL,74A Botley Road Oxford Oxfordshire OX2 0BU,3,,25/07/2016,25/07/2018
16/03298/HMOLIC,86 Botley Road Oxford Oxfordshire OX2 0BX,6,6,31/05/2017,30/05/2018
16/03599/HMOLIC,4 Botley Road Oxford OX2 0AB,11,,23/08/2016,28/08/2021
16/04083/HMOADL,77 Botley Road Oxford Oxfordshire OX2 0EZ,5,5,29/09/2016,04/08/2018
15/05554/HMOADL,121 Botley Road Oxford Oxfordshire OX2 0HD,5,,05/04/2017,04/04/2018
16/04269/HMOADL,15 Boulter Street Oxford Oxfordshire OX4 1AX,5,,14/10/2016,14/11/2017
16/06229/HMOADS,7 Boulter Street Oxford Oxfordshire OX4 1AX,4,5,07/03/2017,06/03/2018
16/02741/HMOADL,28 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,24/03/2017,23/03/2018
16/05730/HMOADL,41 Boulter Street Oxford Oxfordshire OX4 1AX,5,,21/01/2017,21/01/2018
17/02613/HMOADS,19 Boulter Street Oxford Oxfordshire OX4 1AX,4,,29/08/2017,28/08/2019
16/05468/HMOLIC,17 Boulter Street Oxford Oxfordshire OX4 1AX,6,6,07/01/2017,06/01/2018
16/04910/HMOADL,12 Boulter Street Oxford Oxfordshire OX4 1AX,4,,19/11/2016,20/12/2017
16/03971/HMOADL,34 Boulter Street Oxford Oxfordshire OX4 1AX,4,4,25/09/2016,04/01/2018
16/03820/HMOADS,23 Boulter Street Oxford Oxfordshire OX4 1AX,4,,29/09/2016,24/01/2021
16/03112/HMOADL,40 Boulter Street Oxford Oxfordshire OX4 1AX,4,4,15/07/2016,28/06/2018
16/02746/HMOADL,9 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,20/03/2017,19/03/2018
16/00937/HMOADS,21 Boulter Street Oxford Oxfordshire OX4 1AX,3,3,01/05/2016,01/05/2018
16/02758/HMOADL,8 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,24/03/2017,23/03/2018
16/04224/HMOLIC,10 Boulter Street Oxford Oxfordshire OX4 1AX,5,,12/10/2016,12/12/2017
16/02850/HMOLIC,41 Boundary Brook Road Oxford OX4 4AL,5,5,02/07/2016,19/07/2018
16/03552/HMOADL,4 Boundary Brook Road Oxford Oxfordshire OX4 4AN,5,5,18/07/2017,18/07/2018
17/00155/HMOADS,24 Boundary Brook Road Oxford Oxfordshire OX4 4AN,4,4,21/03/2017,20/03/2019
16/02298/HMOADS,5 Bowness Avenue Oxford Oxfordshire OX3 0AJ,4,4,03/07/2016,03/07/2018
16/02911/HMOADS,9 Bowness Avenue Oxford Oxfordshire OX3 0AJ,4,4,04/07/2016,04/10/2017
16/02154/HMOADS,18 Bracegirdle Road Oxford Oxfordshire OX3 8RJ,4,,05/06/2016,05/06/2018
15/05654/HMOADS,14 Bracegirdle Road Oxford Oxfordshire OX3 8RJ,4,,29/03/2017,28/03/2018
17/00258/HMOADS,3 Bramwell Place Oxford Oxfordshire OX4 1QW,4,,07/04/2017,06/04/2018
16/06007/HMOADS,6 Brasenose Driftway Oxford Oxfordshire OX4 2QX,4,4,10/02/2017,09/02/2018
17/01958/HMOLIC,16 Bridge Street Oxford Oxfordshire OX2 0BA,7,7,24/08/2017,23/08/2018
15/04318/HMOADS,7 Bridge Street Oxford Oxfordshire OX2 0BA,4,,05/11/2015,05/11/2017
16/03841/HMOADS,105A Bridge Street Oxford Oxfordshire OX2 0BD,3,,31/03/2017,30/03/2018
16/05797/HMOADL,110 Bridge Street Oxford Oxfordshire OX2 0DH,3,3,28/01/2017,28/01/2018
17/01912/HMOADL,29 Broad Oak Oxford Oxfordshire OX3 8TS,6,5,23/07/2017,22/07/2018
16/06169/HMOADS,4 Broad Oak Oxford Oxfordshire OX3 8TS,3,,14/07/2017,13/07/2018
16/02506/HMOADS,32 Broad Oak Oxford Oxfordshire OX3 8TS,4,4,28/06/2016,28/10/2017
16/05096/HMOADL,38 Broad Oak Oxford Headington Oxfordshire OX3 8TS,4,4,09/12/2016,09/12/2018
16/05785/HMOADL,42 Broad Oak Oxford Oxfordshire OX3 8TS,7,7,29/01/2017,28/01/2019
16/04679/HMOADL,14A Broad Street Oxford Oxfordshire OX1 3AS,7,,03/11/2016,03/05/2018
16/02892/HMOADL,10 Broadhead Place Oxford Oxfordshire OX3 9RE,6,,28/12/2016,28/12/2017
15/02552/HMOLIC,1 Brock Grove Oxford Oxfordshire OX2 0FD,5,5,05/10/2016,05/10/2017
16/01526/HMOADL,2 Brock Grove Oxford Oxfordshire OX2 0FD,5,5,13/05/2016,20/05/2018
16/03664/HMOLIC,3 Brock Grove Oxford Oxfordshire OX2 0FD,5,,28/08/2016,19/07/2018
16/04821/HMOADS,Flat 5 Jean Marguerite Court 6 Brook Street Oxford Oxfordshire OX1 4JT,3,3,14/11/2016,14/11/2018
16/04838/HMOADS,Flat 4 Jean Marguerite Court 6 Brook Street Oxford Oxfordshire OX1 4JT,3,3,14/11/2016,14/11/2018
16/05734/HMOADS,Flat 3 Jean Marguerite Court 6 Brook Street Oxford Oxfordshire OX1 4JT,3,3,22/01/2017,21/01/2018
16/05159/HMOADS,1 Brook View Oxford Oxfordshire OX4 7UR,4,,15/09/2017,14/09/2018
16/00941/HMOLIC,5 Brookfield Crescent Oxford Oxfordshire OX3 0AZ,5,5,01/05/2016,01/05/2018
16/02954/HMOADL,15 Brookfield Crescent Oxford Oxfordshire OX3 0AZ,5,5,05/07/2016,04/08/2018
16/04854/HMOADS,9 Brookfield Crescent Oxford Headington Oxfordshire OX3 0AZ,4,,18/11/2016,18/11/2018
16/05241/HMOADS,12 Brookfield Crescent Oxford Oxfordshire OX3 0AZ,4,4,16/12/2016,15/12/2017
16/05367/HMOADL,17 Buckingham Street Oxford Oxfordshire OX1 4LH,6,,07/11/2016,24/01/2021
17/01102/HMOLIC,8 Buckingham Street Oxford Oxfordshire OX1 4LH,5,5,16/05/2017,15/05/2019
15/05582/HMOADS,7 Buckingham Street Oxford Oxfordshire OX1 4LH,4,,23/12/2016,23/12/2017
16/00412/HMOLIC,15 Buckingham Street Oxford Oxfordshire OX1 4LH,6,6,25/03/2016,24/01/2021
16/01372/HMOADS,36 Buckler Road Oxford Oxfordshire OX2 7TE,4,,19/01/2017,19/01/2018
17/01375/HMOADS,18 Buckler Road Oxford Oxfordshire OX2 7TE,4,,27/06/2017,28/06/2018
16/05846/HMOADL,107 Bulan Road Oxford Oxfordshire OX3 7HZ,5,,30/01/2017,30/01/2018
17/01603/HMOADS,76 Bulan Road Oxford Oxfordshire OX3 7HT,4,,28/06/2017,27/06/2018
17/01561/HMOADL,50 Bulan Road Oxford Oxfordshire OX3 7HT,6,,11/07/2017,10/07/2018
17/00835/HMOADL,12 Bulan Road Oxford Oxfordshire OX3 7HT,5,,16/06/2017,15/06/2018
17/00521/HMOADL,43 Bulan Road Oxford Oxfordshire OX3 7HU,5,5,11/04/2017,10/04/2018
17/01907/HMOADS,18 Bulan Road Oxford Oxfordshire OX3 7HT,10,6,18/07/2017,17/07/2018
16/05766/HMOADL,34 Bulan Road Oxford Oxfordshire OX3 7HT,9,7,28/01/2017,27/01/2018
16/05715/HMOADS,6 Bulan Road Oxford Oxfordshire OX3 7HT,4,4,22/01/2017,21/01/2018
16/00385/HMOADL,71 Bulan Road Oxford Oxfordshire OX3 7HZ,8,8,20/12/2016,20/12/2017
16/04096/HMOADL,22 Bulan Road Oxford Oxfordshire OX3 7HT,5,,30/09/2016,30/05/2018
16/03860/HMOADL,104 Bulan Road Oxford Oxfordshire OX3 7HX,5,5,09/09/2016,09/07/2018
16/03633/HMOADL,85 Bulan Road Oxford Oxfordshire OX3 7HZ,8,,27/08/2016,27/11/2017
16/02604/HMOADL,134 Bulan Road Oxford Oxfordshire OX3 7HY,5,,18/04/2017,17/04/2018
16/00498/HMOADS,60 Bulan Road Oxford Oxfordshire OX3 7HT,4,,26/03/2016,25/12/2017
16/00495/HMOADL,37 Bulan Road Oxford Oxfordshire OX3 7HU,5,,26/03/2016,26/03/2018
16/04172/HMOADS,4 Bulan Road Oxford Oxfordshire OX3 7HT,4,4,21/12/2016,21/12/2017
17/00581/HMOADL,115 Bulan Road Oxford Oxfordshire OX3 7HZ,8,,07/04/2017,06/04/2018
17/00595/HMOLIC,97 Bullingdon Road Oxford Oxfordshire OX4 1QN,6,6,16/04/2017,10/07/2018
17/00486/HMOADL,74 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,,03/03/2017,02/03/2018
17/00406/HMOADS,75 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,4,04/04/2017,04/04/2018
17/00238/HMOADL,60 Bullingdon Road Oxford Oxfordshire OX4 1QJ,4,,07/04/2017,06/04/2018
17/00229/HMOADS,8 Bullingdon Road Oxford OX4 1QQ,4,5,27/02/2017,27/02/2019
17/00161/HMOLIC,103 Bullingdon Road Oxford Oxfordshire OX4 1QN,5,5,05/04/2017,04/04/2018
16/05977/HMOLIC,64 Bullingdon Road Oxford Oxfordshire OX4 1QJ,6,6,28/09/2016,27/12/2017
16/05584/HMOADL,61 Bullingdon Road Oxford OX4 1QL,4,,30/01/2017,30/01/2019
17/01263/HMOADS,98 Bullingdon Road Oxford Oxfordshire OX4 1QN,5,,08/06/2017,07/06/2018
16/05515/HMOADS,119 Bullingdon Road Oxford Oxfordshire OX4 1QP,4,,07/02/2017,07/02/2018
17/01291/HMOLIC,102 Bullingdon Road Oxford Oxfordshire OX4 1QN,6,6,28/06/2017,27/06/2018
17/01305/HMOADS,9 Bullingdon Road Oxford OX4 1QQ,4,4,07/06/2017,06/06/2019
17/01456/HMOADL,10 Bullingdon Road Oxford Oxfordshire OX4 1QQ,5,5,08/10/2016,08/01/2018
17/01630/HMOADS,45 Bullingdon Road Oxford Oxfordshire OX4 1QJ,5,,01/07/2017,30/06/2018
17/02083/HMOADL,54 Bullingdon Road Oxford OX4 1QJ,4,4,26/07/2017,25/07/2018
17/02196/HMOLIC,65 Bullingdon Road Oxford Oxfordshire OX4 1QL,5,5,28/07/2017,27/07/2022
17/02328/HMOLIC,50 Bullingdon Road Oxford Oxfordshire OX4 1QJ,7,6,24/08/2017,23/08/2022
17/02511/HMOADS,79 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,,22/08/2017,21/08/2018
16/03456/HMOADL,32 Bullingdon Road Oxford Oxfordshire OX4 1QH,3,,29/08/2016,29/10/2017
16/05327/HMOADL,12 Bullingdon Road Oxford OX4 1QQ,9,,23/12/2016,22/12/2017
17/02722/HMOADL,121 Bullingdon Road Oxford Oxfordshire OX4 1QP,4,4,25/08/2017,24/08/2018
16/03341/HMOADL,92 Bullingdon Road Oxford Oxfordshire OX4 1QL,5,5,30/07/2016,30/07/2018
15/05499/HMOADL,105 Bullingdon Road Oxford Oxfordshire OX4 1QN,4,4,22/01/2016,22/01/2018
16/00843/HMOLIC,31 Bullingdon Road Oxford Oxfordshire OX4 1QH,6,,07/10/2016,07/10/2017
16/01211/HMOLIC,100 Bullingdon Road Oxford Oxfordshire OX4 1QN,5,,02/02/2017,02/02/2018
16/02300/HMOLIC,48 Bullingdon Road Oxford Oxfordshire OX4 1QJ,6,6,07/04/2017,06/04/2018
16/02619/HMOADL,21 Bullingdon Road Oxford Oxfordshire OX4 1QQ,4,4,24/06/2016,24/11/2017
16/02804/HMOADS,68 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,4,04/07/2016,24/01/2021
16/02882/HMOLIC,28 Bullingdon Road Oxford Oxfordshire OX4 1QH,6,6,06/08/2016,06/11/2017
16/05271/HMOADS,23A Bullingdon Road Oxford Oxfordshire OX4 1QH,4,,03/01/2017,03/01/2018
16/03277/HMOADL,127A Bullingdon Road Oxford OX4 1QP,3,3,11/08/2016,11/08/2018
16/03956/HMOADS,59 Bullingdon Road Oxford OX4 1QJ,4,4,23/09/2016,24/09/2018
16/03545/HMOADS,86 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,,11/08/2016,20/07/2018
15/04308/HMOADS,14 Bullingdon Road Oxford Oxfordshire OX4 1QQ,4,4,04/11/2015,04/11/2017
16/03981/HMOADL,47 Bullingdon Road Oxford Oxfordshire OX4 1QJ,5,,25/09/2016,25/09/2018
16/04034/HMOLIC,49 Bullingdon Road Oxford Oxfordshire OX4 1QJ,5,5,26/09/2016,26/05/2018
16/04041/HMOLIC,5 Bullingdon Road Oxford Oxfordshire OX4 1QQ,6,,26/09/2016,26/11/2017
16/04055/HMOLIC,82 Bullingdon Road Oxford Oxfordshire OX4 1QL,6,6,27/09/2016,10/08/2018
16/04475/HMOLIC,29 Bullingdon Road Oxford Oxfordshire OX4 1QH,6,6,15/10/2016,15/05/2018
16/04870/HMOADL,7 Bullingdon Road Oxford Oxfordshire OX4 1QQ,5,,18/11/2016,18/01/2018
16/02898/HMOADL,39 Bullingdon Road Oxford Oxfordshire OX4 1QJ,4,4,03/07/2016,03/12/2017
17/01816/HMOADS,1 Burbush Road Oxford Oxfordshire OX4 2JS,6,,13/07/2017,12/07/2019
16/02478/HMOADL,34 Burchester Avenue Oxford Oxfordshire OX3 9NB,5,4,23/12/2016,23/12/2017
17/02393/HMOADS,26 Burchester Avenue Oxford Oxfordshire OX3 9NA,3,,30/12/2016,30/12/2017
17/02608/HMOADL,6 Burchester Avenue Oxford Oxfordshire OX3 9NA,7,,26/08/2017,25/08/2022
15/04799/HMOADL,2 Burdell Avenue Oxford Oxfordshire OX3 8ED,6,,30/11/2016,30/11/2017
17/00288/HMOADS,8 Calcot Close Oxford Oxfordshire OX3 8PX,4,,23/03/2017,22/03/2018
15/02989/HMOADL,93 Campbell Road Oxford Oxfordshire OX4 3PG,8,6,25/01/2017,25/01/2018
16/00485/HMOADS,26 Canal Street Oxford Oxfordshire OX2 6BH,3,3,26/03/2016,24/01/2021
16/04461/HMOADS,32 Canal Street Oxford Oxfordshire OX2 6BH,3,,16/10/2016,15/01/2018
16/04873/HMOLIC,2 Canterbury Road Oxford Oxfordshire OX2 6LU,7,,31/07/2017,31/07/2018
16/01855/HMOLIC,2 Cardigan Street Oxford Oxfordshire OX2 6BW,6,,03/03/2017,02/03/2018
17/02325/HMOLIC,106 Cardigan Street Oxford Oxfordshire OX2 6BW,7,7,06/10/2016,06/10/2017
17/00533/HMOLIC,35 Cardigan Street Oxford Oxfordshire OX2 6BP,5,,31/03/2017,30/03/2018
16/06193/HMOADL,51 Cardigan Street Oxford Oxfordshire OX2 6BS,5,,01/08/2017,01/08/2018
16/04754/HMOLIC,105 Cardigan Street Oxford Oxfordshire OX2 6BW,6,,09/11/2016,09/11/2017
16/02751/HMOADL,1 Cardigan Street Oxford Oxfordshire OX2 6BW,3,3,07/08/2016,07/08/2018
16/01290/HMOADS,66 Cardigan Street Oxford Oxfordshire OX2 6BS,4,,21/12/2016,21/12/2017
15/01304/HMOLIC,103 Cardigan Street Oxford Oxfordshire OX2 6BW,6,6,20/01/2017,20/01/2018
16/03049/HMOADS,42 Cardigan Street Oxford Oxfordshire OX2 6BS,4,,28/12/2016,28/12/2017
16/02655/HMOADL,26 Cardinal Close Oxford Oxfordshire OX4 3UE,6,3,26/06/2016,26/06/2018
16/04688/HMOLIC,11 Cardwell Crescent Oxford Oxfordshire OX3 7QE,6,6,04/11/2016,04/11/2017
17/02686/HMOADS,15 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,16/05/2017,16/05/2018
17/01129/HMOADL,22 Cardwell Crescent Oxford Oxfordshire OX3 7QE,6,6,03/06/2017,02/06/2018
16/05009/HMOLIC,12 Cardwell Crescent Oxford Headington Oxfordshire OX3 7QE,6,,05/01/2017,05/01/2018
16/05240/HMOLIC,9 Cardwell Crescent Oxford Oxfordshire OX3 7QE,5,4,16/12/2016,12/10/2018
16/03428/HMOADS,19 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,07/08/2016,07/08/2018
16/05537/HMOADS,17 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,12/01/2017,12/01/2018
16/03009/HMOADS,9A Cardwell Crescent Oxford Oxfordshire OX3 7QE,3,,31/07/2016,31/07/2018
16/02933/HMOADL,7 Cardwell Crescent Headington Oxford OX3 7QE,6,6,04/07/2016,04/10/2017
16/02657/HMOADS,10 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,27/01/2017,27/01/2018
16/02175/HMOADS,18 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,4,06/06/2016,06/10/2017
16/03941/HMOADS,5 Cardwell Crescent Oxford Oxfordshire OX3 7QE,4,,19/09/2016,08/10/2017
16/04837/HMOLIC,27 Carlton Road Oxford Oxfordshire OX2 7SA,5,5,14/11/2016,13/11/2018
17/00733/HMOADS,5 Caroline Street Oxford Oxfordshire OX4 1UA,3,,29/05/2017,28/05/2019
16/03968/HMOADS,44B Catherine Street Oxford Oxfordshire OX4 3AH,4,3,25/07/2017,24/07/2018
17/00688/HMOLIC,23 Catherine Street Oxford Oxfordshire OX4 3AQ,5,5,12/02/2017,12/02/2018
16/03282/HMOADL,61 Catherine Street Oxford Oxfordshire OX4 3AH,5,5,25/07/2016,07/07/2018
16/03032/HMOADL,13 Catherine Street Oxford Oxfordshire OX4 3AQ,4,4,28/08/2016,24/01/2021
16/03031/HMOADS,9 Catherine Street Oxford Oxfordshire OX4 3AQ,4,4,30/07/2016,29/07/2018
17/02779/HMOADL,1 Catherine Street Oxford Oxfordshire OX4 3AQ,5,5,30/08/2017,29/08/2019
16/03524/HMOADS,2 Cave Street Oxford Oxfordshire OX4 1BA,4,3,15/08/2016,15/08/2018
16/04951/HMOADL,3 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,4,,25/11/2016,24/01/2021
16/05862/HMOADL,6 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,3,3,30/04/2017,30/04/2018
17/00273/HMOADL,5 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,3,3,28/03/2017,27/03/2018
17/00368/HMOADL,2 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,4,,04/04/2017,03/04/2018
17/00371/HMOADL,1 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,3,,07/04/2017,06/04/2018
17/01093/HMOADL,4 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,3,,30/04/2017,29/04/2018
16/02852/HMOADS,19 Cavendish Drive Oxford Marston Oxfordshire OX3 0SD,10,7,19/07/2016,04/07/2018
16/05953/HMOADL,4 Cavendish Drive Oxford Marston Oxfordshire OX3 0SB,6,,06/03/2017,05/03/2018
17/00369/HMOADL,7 Cavendish Road Oxford OX2 7TN,5,,30/03/2017,30/03/2018
16/02284/HMOLIC,27 Cavendish Road Oxford Oxfordshire OX2 7TN,5,5,27/06/2016,26/06/2018
16/05472/HMOADS,4 Chadlington Road Oxford Oxfordshire OX2 6SY,4,,23/03/2017,22/03/2018
17/02284/HMOADS,3 Chapel Street Oxford Oxfordshire OX4 1XL,3,,11/08/2017,10/08/2019
15/03241/HMOADS,36 Charles Street Oxford Oxfordshire OX4 3AS,5,,15/03/2017,14/03/2018
16/00827/HMOADS,48 Charles Street Oxford Oxfordshire OX4 3AS,4,4,28/04/2016,28/04/2018
16/02132/HMOADS,10 Charles Street Oxford Oxfordshire OX4 3AS,4,4,04/06/2016,04/06/2018
16/03383/HMOADS,6 Charles Street Oxford Oxfordshire OX4 3AS,4,4,07/08/2016,07/08/2018
16/03422/HMOLIC,118 Charles Street Oxford Oxfordshire OX4 3AT,5,5,24/08/2016,24/11/2017
16/03701/HMOADL,22 Charles Street Oxford Oxfordshire OX4 3AS,4,4,19/07/2017,18/07/2018
16/04067/HMOADS,9 Charles Street Oxford OX4 3AU,3,3,27/09/2016,27/09/2018
17/00405/HMOADS,17 Charles Street Oxford Oxfordshire OX4 3AU,4,4,03/04/2017,03/04/2018
17/01529/HMOADS,2A Charles Street Oxford Oxfordshire OX4 3AS,4,,05/09/2017,04/09/2018
17/00445/HMOADS,41 Chatham Road Oxford Oxfordshire OX1 4UZ,,,30/03/2017,30/03/2018
17/01515/HMOLIC,11 Chatham Road Oxford Oxfordshire OX1 4UZ,8,,21/06/2017,22/06/2018
15/00695/HMOADS,12 Chatham Road Oxford Oxfordshire OX1 4UY,4,4,19/10/2016,19/10/2017
16/02318/HMOADL,61 Cherwell Drive Oxford Oxfordshire OX3 0ND,5,5,11/07/2016,11/07/2018
16/03921/HMOADS,60 Cherwell Drive Oxford Oxfordshire OX3 0LZ,4,,16/09/2016,16/09/2018
16/04652/HMOADS,17 Cherwell Drive Oxford Oxfordshire OX3 0NB,4,5,01/11/2016,24/01/2021
16/05573/HMOADL,38 Cherwell Drive Oxford Oxfordshire OX3 0LZ,4,,13/01/2017,12/01/2018
16/02040/HMOADS,13 Cherwell Drive Oxford Oxfordshire OX3 0NB,4,4,12/09/2017,11/09/2018
16/04606/HMOADL,16 Cherwell Street Oxford Oxfordshire OX4 1BG,4,4,15/03/2017,14/03/2018
16/04660/HMOADL,21 Cherwell Street Oxford Oxfordshire OX4 1BG,3,3,28/10/2016,28/12/2017
16/05456/HMOADL,18 Cherwell Street Oxford Oxfordshire OX4 1BG,3,3,31/12/2016,31/01/2018
16/06046/HMOADS,32 Cherwell Street Oxford Oxfordshire OX4 1BG,3,,12/03/2017,11/03/2018
16/02485/HMOADS,2 Chester Street Oxford OX4 1SL,4,4,26/06/2016,12/07/2018
16/04774/HMOADS,6 Chester Street Oxford Oxfordshire OX4 1SL,4,4,11/11/2016,10/12/2017
16/02065/HMOADS,2 Chestnut Avenue Oxford Oxfordshire OX3 9JH,3,3,16/07/2016,16/10/2017
16/05065/HMOADL,2A Chillingworth Crescent Oxford Oxfordshire OX3 8RL,5,,03/12/2016,02/01/2018
17/00135/HMOLIC,74 Chilswell Road Oxford Oxfordshire OX1 4PU,5,5,16/03/2017,15/03/2019
16/02437/HMOADS,147 Church Cowley Road Oxford Oxfordshire OX4 3JS,4,,16/06/2016,16/12/2017
16/03221/HMOADS,11 Church Cowley Road Oxford Oxfordshire OX4 3JR,4,,24/07/2016,14/09/2018
16/06202/HMOADS,63 Church Cowley Road Oxford Oxfordshire OX4 3JS,4,,21/03/2017,20/03/2018
17/00230/HMOADL,77 Church Cowley Road Oxford Oxfordshire OX4 3JS,5,5,12/03/2017,24/01/2021
16/03407/HMOADS,14 Church Hill Road Oxford OX4 3SE,4,,05/07/2017,04/07/2018
16/02801/HMOADS,5 Circus Street Oxford Oxfordshire OX4 1JR,4,4,07/08/2016,07/08/2018
16/05949/HMOADL,3 Circus Street Oxford Oxfordshire OX4 1JR,5,,09/02/2017,08/04/2018
16/03161/HMOADS,25 Cleveland Drive Oxford Oxfordshire OX4 3HA,4,,19/07/2016,19/03/2018
16/04590/HMOLIC,2 Clive Road Oxford Oxfordshire OX4 3EJ,10,10,25/10/2016,25/10/2017
17/02295/HMOADL,25 Clive Road Oxford Oxfordshire OX4 3EL,5,,14/08/2017,13/08/2019
16/03352/HMOADL,12 Coleridge Close Oxford Oxfordshire OX4 3JG,5,5,01/08/2016,01/08/2018
15/00331/HMOADL,55 Collinwood Road Oxford Oxfordshire OX3 8HN,6,6,04/10/2016,04/10/2017
16/04073/HMOADS,6 Colterne Close Oxford Oxfordshire OX3 0BA,4,4,25/08/2017,25/08/2018
17/01184/HMOADL,2 Combe Road Oxford Oxfordshire OX2 6BL,3,3,29/06/2017,28/06/2018
16/03048/HMOADS,4 Combe Road Oxford Oxfordshire OX2 6BL,3,3,08/07/2016,27/06/2018
17/00388/HMOLIC,2 Comfrey Road Oxford Oxfordshire OX4 6SP,5,,29/04/2017,29/04/2018
16/04363/HMOADL,24 Comfrey Road Oxford Oxfordshire OX4 6SP,8,,30/12/2016,30/12/2017
16/03333/HMOADS,31 Complins Close Oxford Oxfordshire OX2 6PZ,3,3,20/04/2017,20/04/2018
16/05527/HMOADL,3 Coolidge Close Oxford Oxfordshire OX3 7NP,5,5,09/01/2017,08/02/2018
17/02141/HMOADL,8 Coolidge Close Oxford Oxfordshire OX3 7NP,5,5,20/06/2017,21/06/2018
16/05292/HMOADL,Somerford House 14 Coolidge Close Oxford Oxfordshire OX3 7NP,3,3,19/12/2016,19/12/2017
16/03800/HMOADL,5 Coolidge Close Oxford Oxfordshire OX3 7NP,5,,23/09/2016,08/10/2018
16/03690/HMOADL,7 Coolidge Close Oxford Oxfordshire OX3 7NP,6,6,02/09/2016,24/01/2021
16/02837/HMOADL,2 Coolidge Close Oxford Oxfordshire OX3 7NP,5,,15/08/2016,14/08/2018
16/05045/HMOADS,65 Copse Lane Oxford Oxfordshire OX3 0AT,4,,01/12/2016,01/06/2018
17/00179/HMOADL,61 Copse Lane Oxford Oxfordshire OX3 0AT,8,,10/03/2017,10/03/2019
16/03625/HMOADS,51 Copse Lane Oxford Oxfordshire OX3 0AT,4,,22/08/2016,28/10/2017
13/02214/HMOADS,37 Cornwallis Road Oxford Oxfordshire OX4 3NW,4,,07/12/2016,07/10/2017
16/02558/HMOADS,96 Cornwallis Road Oxford Oxfordshire OX4 3NL,3,,17/08/2016,17/08/2018
15/05507/HMOADL,26 Corunna Crescent Oxford Oxfordshire OX4 2RB,8,,29/09/2016,29/09/2017
17/02222/HMOADS,15 Cosin Close Oxford Oxfordshire OX4 1GD,4,4,03/08/2017,02/08/2019
16/04835/HMOADL,19 Cosin Close Oxford Oxfordshire OX4 1GD,6,6,17/11/2016,17/11/2017
16/04241/HMOADS,12 Cosin Close Oxford Oxfordshire OX4 1GD,4,,15/09/2017,14/09/2018
15/04937/HMOADL,2 Cottesmore Road Oxford Oxfordshire OX4 4TX,9,,04/10/2016,04/10/2017
16/03118/HMOADS,2A Courtland Road Oxford Oxfordshire OX4 4JA,4,,17/07/2016,16/07/2018
14/01427/HMOADL,6 Coverley Road Oxford Oxfordshire OX3 7ET,5,5,12/09/2017,11/09/2018
16/02339/HMOADS,1 Coverley Road Oxford Oxfordshire OX3 7ET,6,,12/09/2017,11/09/2018
16/02969/HMOADS,33 Coverley Road Oxford Oxfordshire OX3 7EY,3,,07/07/2016,07/10/2017
16/03259/HMOADL,35 Coverley Road Oxford Oxfordshire OX3 7EY,10,4,22/07/2016,22/10/2017
16/05556/HMOADS,318 Cowley Road Oxford Oxfordshire OX4 2AF,4,4,22/07/2016,22/07/2018
16/04852/HMOADS,16 Cowley Road Littlemore Oxford Oxfordshire OX4 4JY,4,,18/11/2016,18/12/2017
16/04930/HMOADL,229 Cowley Road Oxford Oxfordshire OX4 1XG,17,,24/11/2016,07/10/2017
16/04944/HMOADL,330 Cowley Road Oxford Oxfordshire OX4 2AG,5,,21/11/2016,21/12/2017
16/04964/HMOADS,The Flat 254 Cowley Road Oxford Oxfordshire OX4 1UH,3,3,07/10/2016,07/10/2018
16/05011/HMOADS,436 Cowley Road Oxford Oxfordshire OX4 2DW,4,4,27/11/2016,27/11/2017
